class_weight,accuracy,precision,recall,f1_score,roc_auc
balanced,0.7511576813905732,0.5206528245380143,0.7913043478260869,0.627817915756904,0.8479972232767196
none,0.8077755590613727,0.6759939999026854,0.5304347826086957,0.5939165919022271,0.8482904292974627
